population,county,state
55869,Autauga,Alabama
223234,Baldwin,Alabama
24686,Barbour,Alabama
22394,Bibb,Alabama
57826,Blount,Alabama
10101,Bullock,Alabama
19448,Butler,Alabama
113605,Calhoun,Alabama
33254,Chambers,Alabama
26196,Cherokee,Alabama
44428,Chilton,Alabama
12589,Choctaw,Alabama
23622,Clarke,Alabama
13235,Clay,Alabama
14910,Cleburne,Alabama
52342,Coffee,Alabama
55241,Colbert,Alabama
12067,Conecuh,Alabama
10663,Coosa,Alabama
37049,Covington,Alabama
13772,Crenshaw,Alabama
83768,Cullman,Alabama
49172,Dale,Alabama
37196,Dallas,Alabama
71513,DeKalb,Alabama
81209,Elmore,Alabama
36633,Escambia,Alabama
102268,Etowah,Alabama
16302,Fayette,Alabama
31362,Franklin,Alabama
26271,Geneva,Alabama
8111,Greene,Alabama
14651,Hale,Alabama
17205,Henry,Alabama
105882,Houston,Alabama
51626,Jackson,Alabama
658573,Jefferson,Alabama
13805,Lamar,Alabama
92729,Lauderdale,Alabama
32924,Lawrence,Alabama
164542,Lee,Alabama
98915,Limestone,Alabama
9726,Lowndes,Alabama
18068,Macon,Alabama
372909,Madison,Alabama
18863,Marengo,Alabama
29709,Marion,Alabama
96774,Marshall,Alabama
413210,Mobile,Alabama
20733,Monroe,Alabama
226486,Montgomery,Alabama
119679,Morgan,Alabama
8923,Perry,Alabama
19930,Pickens,Alabama
33114,Pike,Alabama
22722,Randolph,Alabama
57961,Russell,Alabama
89512,St. Clair,Alabama
217702,Shelby,Alabama
12427,Sumter,Alabama
79978,Talladega,Alabama
40367,Tallapoosa,Alabama
209355,Tuscaloosa,Alabama
63521,Walker,Alabama
16326,Washington,Alabama
10373,Wilcox,Alabama
23629,Winston,Alabama
3337,"Aleutians East Borough, Alaska",
5634,"Aleutians West Census Area, Alaska",
288000,"Anchorage Municipality, Alaska",
18386,"Bethel Census Area, Alaska",
836,"Bristol Bay Borough, Alaska",
2097,"Denali Borough, Alaska",
4916,"Dillingham Census Area, Alaska",
96849,"Fairbanks North Star Borough, Alaska",
2530,"Haines Borough, Alaska",
2148,"Hoonah-Angoon Census Area, Alaska",
31974,"Juneau City and Borough, Alaska",
58708,"Kenai Peninsula Borough, Alaska",
13901,"Ketchikan Gateway Borough, Alaska",
12998,"Kodiak Island Borough, Alaska",
8314,"Kusilvak Census Area, Alaska",
1592,"Lake and Peninsula Borough, Alaska",
108317,"Matanuska-Susitna Borough, Alaska",
10004,"Nome Census Area, Alaska",
9832,"North Slope Borough, Alaska",
7621,"Northwest Arctic Borough, Alaska",
3266,"Petersburg Borough, Alaska",
6203,"Prince of Wales-Hyder Census Area, Alaska",
8493,"Sitka City and Borough, Alaska",
1183,"Skagway Municipality, Alaska",
6893,"Southeast Fairbanks Census Area, Alaska",
9202,"Valdez-Cordova Census Area, Alaska",
2502,"Wrangell City and Borough, Alaska",
579,"Yakutat City and Borough, Alaska",
5230,"Yukon-Koyukuk Census Area, Alaska",
71887,Apache,Arizona
125922,Cochise,Arizona
143476,Coconino,Arizona
54018,Gila,Arizona
38837,Graham,Arizona
9498,Greenlee,Arizona
21108,La Paz,Arizona
4485414,Maricopa,Arizona
212181,Mohave,Arizona
110924,Navajo,Arizona
1047279,Pima,Arizona
462789,Pinal,Arizona
46498,Santa Cruz,Arizona
235099,Yavapai,Arizona
213787,Yuma,Arizona
17486,Arkansas,Arkansas
19657,Ashley,Arkansas
41932,Baxter,Arkansas
279141,Benton,Arkansas
37432,Boone,Arkansas
10763,Bradley,Arkansas
5189,Calhoun,Arkansas
28380,Carroll,Arkansas
10118,Chicot,Arkansas
22320,Clark,Arkansas
14551,Clay,Arkansas
24919,Cleburne,Arkansas
7956,Cleveland,Arkansas
23457,Columbia,Arkansas
20846,Conway,Arkansas
110332,Craighead,Arkansas
63257,Crawford,Arkansas
47955,Crittenden,Arkansas
16419,Cross,Arkansas
7009,Dallas,Arkansas
11361,Desha,Arkansas
18219,Drew,Arkansas
126007,Faulkner,Arkansas
17715,Franklin,Arkansas
12477,Fulton,Arkansas
99386,Garland,Arkansas
18265,Grant,Arkansas
45325,Greene,Arkansas
21532,Hempstead,Arkansas
33771,Hot Spring,Arkansas
13202,Howard,Arkansas
37825,Independence,Arkansas
13629,Izard,Arkansas
16719,Jackson,Arkansas
66824,Jefferson,Arkansas
26578,Johnson,Arkansas
6624,Lafayette,Arkansas
16406,Lawrence,Arkansas
8857,Lee,Arkansas
13024,Lincoln,Arkansas
12259,Little River,Arkansas
21466,Logan,Arkansas
73309,Lonoke,Arkansas
16576,Madison,Arkansas
16694,Marion,Arkansas
43257,Miller,Arkansas
40651,Mississippi,Arkansas
6701,Monroe,Arkansas
8986,Montgomery,Arkansas
8252,Nevada,Arkansas
7753,Newton,Arkansas
23382,Ouachita,Arkansas
10455,Perry,Arkansas
17782,Phillips,Arkansas
10718,Pike,Arkansas
23528,Poinsett,Arkansas
19964,Polk,Arkansas
64072,Pope,Arkansas
8062,Prairie,Arkansas
391911,Pulaski,Arkansas
17958,Randolph,Arkansas
24994,St. Francis,Arkansas
122437,Saline,Arkansas
10281,Scott,Arkansas
7881,Searcy,Arkansas
127827,Sebastian,Arkansas
17007,Sevier,Arkansas
17442,Sharp,Arkansas
12506,Stone,Arkansas
38682,Union,Arkansas
16545,Van Buren,Arkansas
239187,Washington,Arkansas
78753,White,Arkansas
6320,Woodruff,Arkansas
21341,Yell,Arkansas
1671329,Alameda,California
1129,Alpine,California
39752,Amador,California
219186,Butte,California
45905,Calaveras,California
21547,Colusa,California
1153526,Contra Costa,California
27812,Del Norte,California
192843,El Dorado,California
999101,Fresno,California
28393,Glenn,California
135558,Humboldt,California
181215,Imperial,California
18039,Inyo,California
900202,Kern,California
152940,Kings,California
64386,Lake,California
30573,Lassen,California
10039107,Los Angeles,California
157327,Madera,California
258826,Marin,California
17203,Mariposa,California
86749,Mendocino,California
277680,Merced,California
8841,Modoc,California
14444,Mono,California
434061,Monterey,California
137744,Napa,California
99755,Nevada,California
3175692,Orange,California
398329,Placer,California
18807,Plumas,California
2470546,Riverside,California
1552058,Sacramento,California
62808,San Benito,California
2180085,San Bernardino,California
3338330,San Diego,California
881549,San Francisco,California
762148,San Joaquin,California
283111,San Luis Obispo,California
766573,San Mateo,California
446499,Santa Barbara,California
1927852,Santa Clara,California
273213,Santa Cruz,California
180080,Shasta,California
3005,Sierra,California
43539,Siskiyou,California
447643,Solano,California
494336,Sonoma,California
550660,Stanislaus,California
96971,Sutter,California
65084,Tehama,California
12285,Trinity,California
466195,Tulare,California
54478,Tuolumne,California
846006,Ventura,California
220500,Yolo,California
78668,Yuba,California
517421,Adams,Colorado
16233,Alamosa,Colorado
656590,Arapahoe,Colorado
14029,Archuleta,Colorado
3581,Baca,Colorado
5577,Bent,Colorado
326196,Boulder,Colorado
70465,Broomfield,Colorado
20356,Chaffee,Colorado
1831,Cheyenne,Colorado
9700,Clear Creek,Colorado
8205,Conejos,Colorado
3887,Costilla,Colorado
6061,Crowley,Colorado
5068,Custer,Colorado
31162,Delta,Colorado
727211,Denver,Colorado
2055,Dolores,Colorado
351154,Douglas,Colorado
55127,Eagle,Colorado
26729,Elbert,Colorado
720403,El Paso,Colorado
47839,Fremont,Colorado
60061,Garfield,Colorado
6243,Gilpin,Colorado
15734,Grand,Colorado
17462,Gunnison,Colorado
820,Hinsdale,Colorado
6897,Huerfano,Colorado
1392,Jackson,Colorado
582881,Jefferson,Colorado
1406,Kiowa,Colorado
7097,Kit Carson,Colorado
8127,Lake,Colorado
56221,La Plata,Colorado
356899,Larimer,Colorado
14506,Las Animas,Colorado
5701,Lincoln,Colorado
22409,Logan,Colorado
154210,Mesa,Colorado
769,Mineral,Colorado
13283,Moffat,Colorado
26183,Montezuma,Colorado
42758,Montrose,Colorado
29068,Morgan,Colorado
18278,Otero,Colorado
4952,Ouray,Colorado
18845,Park,Colorado
4265,Phillips,Colorado
17767,Pitkin,Colorado
12172,Prowers,Colorado
168424,Pueblo,Colorado
6324,Rio Blanco,Colorado
11267,Rio Grande,Colorado
25638,Routt,Colorado
6824,Saguache,Colorado
728,San Juan,Colorado
8179,San Miguel,Colorado
2248,Sedgwick,Colorado
31011,Summit,Colorado
25388,Teller,Colorado
4908,Washington,Colorado
324492,Weld,Colorado
10019,Yuma,Colorado
943332,Fairfield,Connecticut
891720,Hartford,Connecticut
180333,Litchfield,Connecticut
162436,Middlesex,Connecticut
854757,New Haven,Connecticut
265206,New London,Connecticut
150721,Tolland,Connecticut
116782,Windham,Connecticut
180786,Kent,Delaware
558753,New Castle,Delaware
234225,Sussex,Delaware
705749,"District of Columbia, District of Columbia",
269043,Alachua,Florida
29210,Baker,Florida
174705,Bay,Florida
28201,Bradford,Florida
601942,Brevard,Florida
1952778,Broward,Florida
14105,Calhoun,Florida
188910,Charlotte,Florida
149657,Citrus,Florida
219252,Clay,Florida
384902,Collier,Florida
71686,Columbia,Florida
38001,DeSoto,Florida
16826,Dixie,Florida
957755,Duval,Florida
318316,Escambia,Florida
115081,Flagler,Florida
12125,Franklin,Florida
45660,Gadsden,Florida
18582,Gilchrist,Florida
13811,Glades,Florida
13639,Gulf,Florida
14428,Hamilton,Florida
26937,Hardee,Florida
42022,Hendry,Florida
193920,Hernando,Florida
106221,Highlands,Florida
1471968,Hillsborough,Florida
19617,Holmes,Florida
159923,Indian River,Florida
46414,Jackson,Florida
14246,Jefferson,Florida
8422,Lafayette,Florida
367118,Lake,Florida
770577,Lee,Florida
293582,Leon,Florida
41503,Levy,Florida
8354,Liberty,Florida
18493,Madison,Florida
403253,Manatee,Florida
365579,Marion,Florida
161000,Martin,Florida
2716940,Miami-Dade,Florida
74228,Monroe,Florida
88625,Nassau,Florida
210738,Okaloosa,Florida
42168,Okeechobee,Florida
1393452,Orange,Florida
375751,Osceola,Florida
1496770,Palm Beach,Florida
553947,Pasco,Florida
974996,Pinellas,Florida
724777,Polk,Florida
74521,Putnam,Florida
264672,St. Johns,Florida
328297,St. Lucie,Florida
184313,Santa Rosa,Florida
433742,Sarasota,Florida
471826,Seminole,Florida
132420,Sumter,Florida
44417,Suwannee,Florida
21569,Taylor,Florida
15237,Union,Florida
553284,Volusia,Florida
33739,Wakulla,Florida
74071,Walton,Florida
25473,Washington,Florida
18386,Appling,Georgia
8165,Atkinson,Georgia
11164,Bacon,Georgia
3038,Baker,Georgia
44890,Baldwin,Georgia
19234,Banks,Georgia
83240,Barrow,Georgia
107738,Bartow,Georgia
16700,Ben Hill,Georgia
19397,Berrien,Georgia
153159,Bibb,Georgia
12873,Bleckley,Georgia
19109,Brantley,Georgia
15457,Brooks,Georgia
39627,Bryan,Georgia
79608,Bulloch,Georgia
22383,Burke,Georgia
24936,Butts,Georgia
6189,Calhoun,Georgia
54666,Camden,Georgia
10803,Candler,Georgia
119992,Carroll,Georgia
67580,Catoosa,Georgia
13392,Charlton,Georgia
289430,Chatham,Georgia
10907,Chattahoochee,Georgia
24789,Chattooga,Georgia
258773,Cherokee,Georgia
128331,Clarke,Georgia
2834,Clay,Georgia
292256,Clayton,Georgia
6618,Clinch,Georgia
760141,Cobb,Georgia
43273,Coffee,Georgia
45600,Colquitt,Georgia
156714,Columbia,Georgia
17270,Cook,Georgia
148509,Coweta,Georgia
12404,Crawford,Georgia
22372,Crisp,Georgia
16116,Dade,Georgia
26108,Dawson,Georgia
26404,Decatur,Georgia
759297,DeKalb,Georgia
20605,Dodge,Georgia
13390,Dooly,Georgia
87956,Dougherty,Georgia
146343,Douglas,Georgia
10190,Early,Georgia
4006,Echols,Georgia
64296,Effingham,Georgia
19194,Elbert,Georgia
22646,Emanuel,Georgia
10654,Evans,Georgia
26188,Fannin,Georgia
114421,Fayette,Georgia
98498,Floyd,Georgia
244252,Forsyth,Georgia
23349,Franklin,Georgia
1063937,Fulton,Georgia
31369,Gilmer,Georgia
2971,Glascock,Georgia
85292,Glynn,Georgia
57963,Gordon,Georgia
24633,Grady,Georgia
18324,Greene,Georgia
936250,Gwinnett,Georgia
45328,Habersham,Georgia
204441,Hall,Georgia
8457,Hancock,Georgia
29792,Haralson,Georgia
35236,Harris,Georgia
26205,Hart,Georgia
11923,Heard,Georgia
234561,Henry,Georgia
157863,Houston,Georgia
9416,Irwin,Georgia
72977,Jackson,Georgia
14219,Jasper,Georgia
15115,Jeff Davis,Georgia
15362,Jefferson,Georgia
8676,Jenkins,Georgia
9643,Johnson,Georgia
28735,Jones,Georgia
19077,Lamar,Georgia
10423,Lanier,Georgia
47546,Laurens,Georgia
29992,Lee,Georgia
61435,Liberty,Georgia
7921,Lincoln,Georgia
19559,Long,Georgia
117406,Lowndes,Georgia
33610,Lumpkin,Georgia
21312,McDuffie,Georgia
14378,McIntosh,Georgia
12947,Macon,Georgia
29880,Madison,Georgia
8359,Marion,Georgia
21167,Meriwether,Georgia
5718,Miller,Georgia
21863,Mitchell,Georgia
27578,Monroe,Georgia
9172,Montgomery,Georgia
19276,Morgan,Georgia
40096,Murray,Georgia
195769,Muscogee,Georgia
111744,Newton,Georgia
40280,Oconee,Georgia
15259,Oglethorpe,Georgia
168667,Paulding,Georgia
27546,Peach,Georgia
32591,Pickens,Georgia
19465,Pierce,Georgia
18962,Pike,Georgia
42613,Polk,Georgia
11137,Pulaski,Georgia
22119,Putnam,Georgia
2299,Quitman,Georgia
17137,Rabun,Georgia
6778,Randolph,Georgia
202518,Richmond,Georgia
90896,Rockdale,Georgia
5257,Schley,Georgia
13966,Screven,Georgia
8090,Seminole,Georgia
66703,Spalding,Georgia
25925,Stephens,Georgia
6621,Stewart,Georgia
29524,Sumter,Georgia
6195,Talbot,Georgia
1537,Taliaferro,Georgia
25286,Tattnall,Georgia
8020,Taylor,Georgia
15860,Telfair,Georgia
8531,Terrell,Georgia
44451,Thomas,Georgia
40644,Tift,Georgia
26830,Toombs,Georgia
12037,Towns,Georgia
6901,Treutlen,Georgia
69922,Troup,Georgia
7985,Turner,Georgia
8120,Twiggs,Georgia
24511,Union,Georgia
26320,Upson,Georgia
69761,Walker,Georgia
94593,Walton,Georgia
35734,Ware,Georgia
5254,Warren,Georgia
20374,Washington,Georgia
29927,Wayne,Georgia
2607,Webster,Georgia
7855,Wheeler,Georgia
30798,White,Georgia
104628,Whitfield,Georgia
8635,Wilcox,Georgia
9777,Wilkes,Georgia
8954,Wilkinson,Georgia
20247,Worth,Georgia
201513,Hawaii,Hawaii
974563,Honolulu,Hawaii
86,Kalawao,Hawaii
72293,Kauai,Hawaii
167417,Maui,Hawaii
481587,Ada,Idaho
4294,Adams,Idaho
87808,Bannock,Idaho
6125,Bear Lake,Idaho
9298,Benewah,Idaho
46811,Bingham,Idaho
23021,Blaine,Idaho
7831,Boise,Idaho
45739,Bonner,Idaho
119062,Bonneville,Idaho
12245,Boundary,Idaho
2597,Butte,Idaho
1106,Camas,Idaho
229849,Canyon,Idaho
7155,Caribou,Idaho
24030,Cassia,Idaho
845,Clark,Idaho
8756,Clearwater,Idaho
4315,Custer,Idaho
27511,Elmore,Idaho
13876,Franklin,Idaho
13099,Fremont,Idaho
18112,Gem,Idaho
15179,Gooding,Idaho
16667,Idaho,Idaho
29871,Jefferson,Idaho
24412,Jerome,Idaho
165697,Kootenai,Idaho
40108,Latah,Idaho
8027,Lemhi,Idaho
3838,Lewis,Idaho
5366,Lincoln,Idaho
39907,Madison,Idaho
21039,Minidoka,Idaho
40408,Nez Perce,Idaho
4531,Oneida,Idaho
11823,Owyhee,Idaho
23951,Payette,Idaho
7681,Power,Idaho
12882,Shoshone,Idaho
12142,Teton,Idaho
86878,Twin Falls,Idaho
11392,Valley,Idaho
10194,Washington,Idaho
65435,Adams,Illinois
5761,Alexander,Illinois
16426,Bond,Illinois
53544,Boone,Illinois
6578,Brown,Illinois
32628,Bureau,Illinois
4739,Calhoun,Illinois
14305,Carroll,Illinois
12147,Cass,Illinois
209689,Champaign,Illinois
32304,Christian,Illinois
15441,Clark,Illinois
13184,Clay,Illinois
37562,Clinton,Illinois
50621,Coles,Illinois
5150233,Cook,Illinois
18667,Crawford,Illinois
10766,Cumberland,Illinois
104897,DeKalb,Illinois
15638,De Witt,Illinois
19465,Douglas,Illinois
922921,DuPage,Illinois
17161,Edgar,Illinois
6395,Edwards,Illinois
34008,Effingham,Illinois
21336,Fayette,Illinois
12961,Ford,Illinois
38469,Franklin,Illinois
34340,Fulton,Illinois
4828,Gallatin,Illinois
12969,Greene,Illinois
51054,Grundy,Illinois
8116,Hamilton,Illinois
17708,Hancock,Illinois
3821,Hardin,Illinois
6646,Henderson,Illinois
48913,Henry,Illinois
27114,Iroquois,Illinois
56750,Jackson,Illinois
9610,Jasper,Illinois
37684,Jefferson,Illinois
21773,Jersey,Illinois
21235,Jo Daviess,Illinois
12417,Johnson,Illinois
532403,Kane,Illinois
109862,Kankakee,Illinois
128990,Kendall,Illinois
49699,Knox,Illinois
696535,Lake,Illinois
108669,LaSalle,Illinois
15678,Lawrence,Illinois
34096,Lee,Illinois
35648,Livingston,Illinois
28618,Logan,Illinois
29682,McDonough,Illinois
307774,McHenry,Illinois
171517,McLean,Illinois
104009,Macon,Illinois
44926,Macoupin,Illinois
262966,Madison,Illinois
37205,Marion,Illinois
11438,Marshall,Illinois
13359,Mason,Illinois
13772,Massac,Illinois
12196,Menard,Illinois
15437,Mercer,Illinois
34637,Monroe,Illinois
28414,Montgomery,Illinois
33658,Morgan,Illinois
14501,Moultrie,Illinois
50643,Ogle,Illinois
179179,Peoria,Illinois
20916,Perry,Illinois
16344,Piatt,Illinois
15561,Pike,Illinois
4177,Pope,Illinois
5335,Pulaski,Illinois
5739,Putnam,Illinois
31782,Randolph,Illinois
15513,Richland,Illinois
141879,Rock Island,Illinois
259686,St. Clair,Illinois
23491,Saline,Illinois
194672,Sangamon,Illinois
6768,Schuyler,Illinois
4951,Scott,Illinois
21634,Shelby,Illinois
5342,Stark,Illinois
44498,Stephenson,Illinois
131803,Tazewell,Illinois
16653,Union,Illinois
75758,Vermilion,Illinois
11520,Wabash,Illinois
16844,Warren,Illinois
13887,Washington,Illinois
16215,Wayne,Illinois
13537,White,Illinois
55175,Whiteside,Illinois
690743,Will,Illinois
66597,Williamson,Illinois
282572,Winnebago,Illinois
38459,Woodford,Illinois
35777,Adams,Indiana
379299,Allen,Indiana
83779,Bartholomew,Indiana
8748,Benton,Indiana
11758,Blackford,Indiana
67843,Boone,Indiana
15092,Brown,Indiana
20257,Carroll,Indiana
37689,Cass,Indiana
118302,Clark,Indiana
26225,Clay,Indiana
32399,Clinton,Indiana
10577,Crawford,Indiana
33351,Daviess,Indiana
49458,Dearborn,Indiana
26559,Decatur,Indiana
43475,DeKalb,Indiana
114135,Delaware,Indiana
42736,Dubois,Indiana
206341,Elkhart,Indiana
23102,Fayette,Indiana
78522,Floyd,Indiana
16346,Fountain,Indiana
22758,Franklin,Indiana
19974,Fulton,Indiana
33659,Gibson,Indiana
65769,Grant,Indiana
31922,Greene,Indiana
338011,Hamilton,Indiana
78168,Hancock,Indiana
40515,Harrison,Indiana
170311,Hendricks,Indiana
47972,Henry,Indiana
82544,Howard,Indiana
36520,Huntington,Indiana
44231,Jackson,Indiana
33562,Jasper,Indiana
20436,Jay,Indiana
32308,Jefferson,Indiana
27735,Jennings,Indiana
158167,Johnson,Indiana
36594,Knox,Indiana
79456,Kosciusko,Indiana
39614,LaGrange,Indiana
485493,Lake,Indiana
109888,LaPorte,Indiana
45370,Lawrence,Indiana
129569,Madison,Indiana
964582,Marion,Indiana
46258,Marshall,Indiana
10255,Martin,Indiana
35516,Miami,Indiana
148431,Monroe,Indiana
38338,Montgomery,Indiana
70489,Morgan,Indiana
13984,Newton,Indiana
47744,Noble,Indiana
5875,Ohio,Indiana
19646,Orange,Indiana
20799,Owen,Indiana
16937,Parke,Indiana
19169,Perry,Indiana
12389,Pike,Indiana
170389,Porter,Indiana
25427,Posey,Indiana
12353,Pulaski,Indiana
37576,Putnam,Indiana
24665,Randolph,Indiana
28324,Ripley,Indiana
16581,Rush,Indiana
271826,St. Joseph,Indiana
23873,Scott,Indiana
44729,Shelby,Indiana
20277,Spencer,Indiana
22995,Starke,Indiana
34594,Steuben,Indiana
20669,Sullivan,Indiana
10751,Switzerland,Indiana
195732,Tippecanoe,Indiana
15148,Tipton,Indiana
7054,Union,Indiana
181451,Vanderburgh,Indiana
15498,Vermillion,Indiana
107038,Vigo,Indiana
30996,Wabash,Indiana
8265,Warren,Indiana
62998,Warrick,Indiana
28036,Washington,Indiana
65884,Wayne,Indiana
28296,Wells,Indiana
24102,White,Indiana
33964,Whitley,Indiana
7152,Adair,Iowa
3602,Adams,Iowa
13687,Allamakee,Iowa
12426,Appanoose,Iowa
5496,Audubon,Iowa
25645,Benton,Iowa
131228,Black Hawk,Iowa
26234,Boone,Iowa
25062,Bremer,Iowa
21175,Buchanan,Iowa
19620,Buena Vista,Iowa
14439,Butler,Iowa
9668,Calhoun,Iowa
20165,Carroll,Iowa
12836,Cass,Iowa
